city,city_country,station_id,latitude,longitude,elevation,annual_avg_temp_c,annual_min_temp_c,annual_max_temp_c,annual_extreme_min_c,annual_extreme_max_c,annual_precip_mm,annual_avg_pres_hpa,annual_total_sun_h,annual_avg_daily_sun_h,avg_comfort_index,best_comfort_index,best_comfort_month,wet_month_count,cold_month_count,hot_month_count,years_of_data,data_coverage_pct
Luxembourg City,Luxembourg,06590,49.6167,6.2167,376,10.25,-4.7,27.9,-15.0,39.0,11266.0,1016.91,26126.0,5.14,7.37,10.0,6,82,84,0,14,100.0
Luxor,Egypt,62405,25.6667,32.7,93,26.2,6.7,43.2,2.0,57.0,1.0,1011.29,0.0,,7.84,10.0,11,2,0,76,14,100.0
Lviv,Ukraine,33393,49.8167,23.95,319,8.98,-13.0,28.9,-22.1,34.8,10672.6,1017.01,23450.0,5.3,6.86,10.0,6,82,88,0,14,100.0
Lyon,France,07480,45.7167,4.95,200,13.38,-3.5,31.9,-12.4,39.9,11410.5,1017.54,2126.87,4.66,7.04,10.0,9,84,65,0,14,100.0
Lübeck,Germany,10156,53.8167,10.7,14,9.7,-6.8,27.3,-20.1,37.9,9033.2,1015.0,22910.7,4.48,7.21,10.0,7,84,86,0,14,100.0
Maastricht,Netherlands,06380,50.9167,5.7833,114,11.07,-4.4,28.6,-15.8,39.6,10439.2,1016.07,25422.0,5.0,7.67,10.0,6,84,81,0,14,100.0
Macau,China,45011,22.1667,113.5667,114,22.85,8.9,32.7,1.6,38.0,26809.0,1013.09,22990.0,4.86,9.03,10.0,10,83,0,30,14,100.0
Machu Picchu,Peru,84686,-13.55,-71.9833,3248,12.6,-0.5,24.0,-4.2,27.3,9798.5,1029.4,0.0,,6.89,8.33,10,81,6,0,14,100.0
Madang,Papua New Guinea,92010,-6.0667,145.3833,1587,21.28,14.3,29.1,,,6748.0,,0.0,,8.95,9.72,9,20,0,0,5,95.0
Madeira,Portugal,08522,32.6333,-16.9,58,19.9,13.0,28.7,9.8,38.7,8097.5,1020.43,33782.0,6.61,9.92,10.0,4,84,0,0,14,100.0
Madrid,Spain,08222,40.4167,-3.6833,655,15.94,0.8,36.8,-7.4,40.7,6163.5,1016.6,0.0,,7.43,9.94,6,82,49,4,14,100.0
Malabo,Equatorial Guinea,64810,3.75,8.7667,56,26.73,22.3,33.1,2.0,42.0,20077.1,1011.89,7667.0,3.65,8.41,10.0,12,57,0,13,14,100.0
Malaga,Spain,08482,36.6667,-4.4833,16,19.48,5.8,34.3,0.0,44.2,6340.0,1017.48,41808.0,8.17,9.66,10.0,4,82,0,5,14,100.0
Malmö,Sweden,06180,55.6167,12.65,5,9.62,-5.3,25.0,-12.8,31.4,1011.8,1014.28,1971.37,5.4,6.35,10.0,5,9,86,0,14,100.0
Malé,Maldives,43555,4.2,73.5333,2,28.98,24.9,33.0,20.0,36.0,23575.1,1010.58,23310.0,7.67,8.52,10.0,1,73,0,160,14,100.0
Manama,Bahrain,41150,26.2667,50.65,2,27.96,14.1,42.1,7.8,47.4,858.0,1009.59,46535.0,9.87,9.69,10.0,1,62,0,84,14,100.0
Manaus,Brazil,82332,-3.15,-59.9833,84,27.5,23.2,35.4,20.0,39.1,9329.0,1011.08,0.0,,8.07,8.92,2,42,0,47,14,99.4
Manchester,United Kingdom,03334,53.35,-2.2833,69,10.42,0.1,24.1,-10.0,37.0,1732.0,1014.14,1638.55,3.37,6.57,10.0,6,9,66,0,13,100.0
Manila,Philippines,98425,14.5833,120.9833,16,28.62,21.8,35.5,19.5,37.2,32803.2,1009.96,0.0,0.0,7.04,8.92,1,83,0,119,14,100.0
Manuel Antonio National Park,Costa Rica,78762,10.0,-84.2167,920,22.69,17.1,32.0,10.0,39.6,12557.9,1011.39,4266.0,6.37,9.52,10.0,9,38,0,0,14,100.0
Maputo,Mozambique,67341,-25.9167,32.5667,39,23.65,10.8,33.7,6.7,44.2,9705.6,1017.12,4657.0,8.07,9.02,10.0,2,70,0,1,14,100.0
Marrakesh,Morocco,60230,31.6167,-8.0333,468,20.9,3.6,42.5,-1.5,49.6,2586.0,1016.22,44754.0,8.96,9.86,10.0,3,83,0,25,14,100.0
Marseille,France,07650,43.45,5.2333,6,16.06,-2.2,33.9,-9.5,39.6,7063.5,1015.97,41515.0,8.11,9.01,10.0,4,84,36,0,14,100.0
Maseru,Lesotho,68449,-28.8272,27.9042,1628,14.42,-1.2,27.5,-6.4,33.6,2265.8,1018.85,0.0,,7.41,9.04,11,17,7,0,3,100.0
Matera,Italy,16314,40.6753,16.6561,496,14.74,1.3,33.0,-3.5,39.5,1676.2,1017.72,0.0,,7.31,9.88,9,17,26,0,8,100.0
Maui,United States,91198,20.7667,-156.3333,928,18.17,10.2,25.1,-17.8,30.0,9359.8,1018.32,0.0,,8.29,9.25,7,67,0,0,14,21.7
Maun,Botswana,68032,-19.9833,23.4167,945,23.59,7.8,37.5,0.5,41.4,1677.0,,4795.0,8.77,9.16,10.0,1,17,0,9,7,92.3
Mbabane,Eswatini,68396,-26.5333,31.3,641,19.04,7.8,28.7,3.5,38.0,3516.9,1018.38,0.0,,8.59,9.82,1,17,0,0,3,100.0
Medellín,Colombia,80110,6.2167,-75.6,1490,23.01,16.1,30.6,11.1,33.6,21993.0,1015.89,22304.0,5.05,9.92,10.0,7,74,0,0,13,98.7
Meknes,Morocco,60150,33.8833,-5.5333,576,17.93,2.3,38.8,-10.6,47.0,5856.0,1017.09,39588.0,8.73,9.33,10.0,4,83,12,8,14,100.0
Melbourne,Australia,95873,-37.7164,145.0453,83,13.98,4.6,29.9,-3.5,44.2,5853.2,1016.62,0.0,,7.26,9.34,1,48,4,0,11,26.9
Memphis,United States,72334,35.0333,-89.9833,102,17.67,-4.1,36.2,-17.2,41.1,19915.0,1017.47,0.0,,7.04,9.7,10,84,42,19,14,100.0
Mendoza,Argentina,87509,-34.5833,-68.4,745,15.64,-1.0,34.4,-8.6,42.7,5033.5,1014.15,37906.0,7.46,9.16,10.0,1,82,38,0,14,100.0
Menorca,Spain,08314,39.8667,4.2333,87,17.56,4.5,33.2,-1.1,39.0,7847.7,1016.82,36764.0,7.4,9.21,10.0,5,83,7,0,14,100.0
Miami,United States,72202,25.7833,-80.3167,4,25.71,10.9,34.4,1.7,36.7,25146.0,1017.05,9140.0,7.34,8.37,10.0,4,83,0,54,14,100.0
Milan,Italy,16081,45.46,9.2583,107,14.84,-1.1,29.3,-5.3,34.5,895.2,1016.22,0.0,,7.12,9.36,6,5,5,0,2,100.0
Minneapolis,United States,KMIC0,45.062,-93.3539,265,8.27,-19.2,31.1,-33.9,38.9,0.0,1015.68,0.0,,5.76,9.97,6,0,90,0,14,100.0
Minsk,Belarus,26850,53.9333,27.6333,234,7.69,-13.5,28.6,-27.1,35.8,9823.0,1015.73,25109.0,4.99,6.55,10.0,6,83,96,0,14,100.0
Mombasa,Kenya,63820,-4.0333,39.6167,57,26.96,19.7,34.4,12.4,36.4,14893.5,1013.15,7522.93,8.02,8.4,10.0,9,82,0,53,14,100.0
Monaco,Monaco,07690,43.65,7.2,4,16.61,3.6,29.9,-1.8,37.0,10385.0,1015.15,39537.0,7.72,9.07,10.0,4,84,24,0,14,100.0
Montego Bay,Jamaica,78388,18.5,-77.9167,1,27.31,21.9,34.7,17.0,36.9,15697.0,1013.92,42069.0,8.29,9.86,10.0,1,83,0,60,14,100.0
Monterrey,Mexico,76393,25.8667,-100.2,512,23.16,7.8,39.4,-5.2,45.0,10365.8,1013.73,27745.0,6.25,9.54,10.0,3,82,0,40,14,99.4
Monteverde,Costa Rica,78762,10.0,-84.2167,920,22.69,17.1,32.0,10.0,39.6,12557.9,1011.39,4266.0,6.37,9.52,10.0,9,38,0,0,14,100.0
Montevideo,Uruguay,86580,-34.8333,-56.0,32,16.85,2.9,30.0,-2.0,40.5,15056.0,1015.73,27670.0,6.7,8.96,10.0,1,84,6,0,14,100.0
Montreal,Canada,71612,45.5,-73.58,73,8.27,-18.5,29.6,-29.2,36.6,15415.2,1015.59,0.0,,5.36,9.66,7,80,87,0,14,100.0
Moorea,French Polynesia,91938,-17.55,-149.6167,2,26.63,20.8,32.0,17.9,33.9,21186.0,1013.12,36398.0,7.16,9.62,10.0,4,81,0,11,14,100.0
Moroni,Comoros,67002,-11.5333,43.2667,29,26.8,20.5,33.5,18.2,39.0,6203.6,1013.68,8407.0,6.88,8.88,10.0,7,28,0,22,13,100.0
Moscow,Russia,UUMO0,55.5117,37.5072,173,6.6,-14.8,27.6,-27.0,34.0,2053.6,1014.41,0.0,,5.18,9.79,7,17,31,0,5,100.0
Mostar,Bosnia and Herzegovina,13348,43.35,17.8,108,15.08,-4.2,35.8,-12.0,41.0,5714.6,1014.68,0.0,,7.23,9.97,9,17,51,2,14,100.0
Mumbai,India,43003,19.1167,72.85,8,28.29,17.4,35.5,12.0,41.0,25651.8,1008.75,0.0,,7.0,9.28,1,22,0,64,14,100.0
Munich,Germany,10865,48.1333,11.55,520,10.55,-6.8,28.6,-16.6,36.9,13248.2,1017.29,27032.0,5.28,7.46,10.0,7,84,83,0,14,100.0
Murmansk,Russia,22113,68.9667,33.05,51,1.59,-20.3,24.3,-36.0,32.2,8015.0,1009.78,20531.0,4.03,4.83,10.0,6,83,133,0,14,100.0
Muscat,Oman,41256,23.5833,58.2833,8,28.66,14.2,41.5,3.0,48.6,977.0,1008.47,26481.0,8.07,8.91,10.0,12,55,0,98,14,100.0
Nadi,Fiji,91680,-17.75,177.45,13,25.67,17.7,32.8,13.0,36.0,30437.0,1011.49,32338.0,6.72,9.37,10.0,2,84,0,2,14,100.0
Nafplio,Greece,16718,38.0667,23.55,44,18.76,3.9,36.8,-2.0,44.8,1291.1,1014.39,0.0,,7.92,9.97,10,17,17,27,14,100.0
Nagasaki,Japan,47805,33.35,129.55,58,17.74,4.1,31.3,-1.8,34.6,9391.5,1015.86,0.0,,7.78,9.94,9,26,23,0,14,100.0
Nagoya,Japan,47636,35.1667,136.9667,51,16.6,-0.7,35.9,-5.2,40.3,23324.0,1014.78,30984.0,6.06,8.54,10.0,5,83,48,16,14,100.0
Nairobi,Kenya,63741,-1.3,36.75,1798,18.58,10.9,28.3,7.0,30.5,9765.0,1016.6,3628.0,6.7,8.81,10.0,11,57,0,0,14,100.0
Namibia,Namibia,68110,-22.5667,17.1,1728,21.01,5.5,36.7,-3.9,40.7,5338.0,1016.1,15315.0,8.68,9.32,10.0,2,76,0,1,14,98.8
Nantes,France,07222,47.1667,-1.6,27,12.88,-0.8,29.4,-8.4,42.0,11181.0,1017.2,28859.0,5.64,8.22,10.0,6,84,62,0,14,100.0
Naples,Italy,16289,40.85,14.3,88,17.45,2.4,32.3,-16.0,38.0,2075.2,1015.91,3241.75,7.09,8.1,10.0,6,9,21,1,14,100.0
Nashville,United States,72327,36.1167,-86.6833,183,16.32,-6.2,34.4,-18.2,42.8,18691.0,1017.96,0.0,,6.99,9.74,9,84,47,4,14,100.0
Nelson,New Zealand,NZNS0,-41.2983,173.221,5,13.94,3.5,22.9,-0.7,27.8,4350.2,1015.07,0.0,,7.04,9.09,1,17,7,0,4,100.0
New Orleans,United States,KVSH0,29.9527,-90.0827,9,21.63,10.8,35.5,-3.3,38.4,1873.1,1016.89,0.0,,8.15,9.79,4,9,0,9,5,100.0
New York,United States,KJRB0,40.7012,-74.009,2,13.73,-6.2,31.6,-16.1,36.1,500.3,1018.58,0.0,,7.06,9.97,9,2,35,0,8,100.0
New York City,United States,KJRB0,40.7012,-74.009,2,13.73,-6.2,31.6,-16.1,36.1,500.3,1018.58,0.0,,7.06,9.97,9,2,35,0,8,100.0
Niagara Falls,Canada,KIAG0,43.1073,-78.9462,180,9.74,-16.0,29.8,-24.0,35.6,0.0,1016.46,0.0,,6.24,9.97,8,0,84,0,14,100.0
Nicosia,Cyprus,17609,34.8833,33.6333,2,20.68,5.8,35.7,-0.1,40.6,4984.5,1012.83,44616.0,8.99,9.63,10.0,3,83,0,24,14,100.0
Noumea,New Caledonia,91592,-22.2667,166.45,69,23.5,16.7,31.7,14.1,36.1,15661.0,1013.73,21883.0,6.48,9.57,10.0,1,84,0,0,14,100.0
Nukuʻalofa,Tonga,91792,-21.2333,-175.15,38,24.2,17.7,30.4,11.0,33.0,5471.3,1013.99,0.0,,9.1,10.0,6,17,0,0,13,100.0
Nuremberg,Germany,10763,49.5,11.05,318,10.21,-7.9,28.6,-20.7,38.4,8489.5,1017.16,25988.35,5.08,7.39,10.0,6,84,85,0,14,100.0
Nuuk,Greenland,04250,64.1667,-51.75,80,-0.53,-16.2,14.6,-22.5,23.1,13793.9,1006.84,136.45,0.3,2.92,6.52,7,70,167,0,14,100.0
Nuwara Eliya,Sri Lanka,43473,6.9667,80.7667,1880,16.3,8.4,24.0,2.7,29.8,26495.0,1014.39,0.0,,7.5,8.49,4,84,0,0,14,98.8
Oaxaca,Mexico,76775,17.0667,-96.7167,1550,20.92,5.6,34.9,1.0,39.1,11365.1,1013.78,25749.0,7.43,9.73,10.0,2,81,0,0,14,98.8
Oaxaca City,Mexico,76775,17.0667,-96.7167,1550,20.92,5.6,34.9,1.0,39.1,11365.1,1013.78,25749.0,7.43,9.73,10.0,2,81,0,0,14,98.8
Odessa,Ukraine,33837,46.4333,30.7667,42,12.03,-8.5,31.0,-20.5,38.0,6742.7,1016.59,32039.0,6.32,7.61,10.0,5,84,78,0,14,100.0
Ohrid,North Macedonia,13578,41.1167,20.8,760,11.74,-5.0,30.4,-12.4,36.0,2367.3,1017.22,0.0,,6.71,9.94,8,17,32,0,7,100.0
Orlando,United States,KORL0,28.5455,-81.3329,34,23.1,5.3,34.7,-2.2,36.7,0.0,1018.04,0.0,,8.85,10.0,3,0,0,12,14,100.0
Osaka,Japan,47772,34.6833,135.5167,23,17.28,1.0,35.7,-3.5,38.9,20622.5,1015.24,30372.0,5.94,8.67,10.0,5,84,46,18,14,100.0
Oslo,Norway,01492,59.95,10.7167,94,7.24,-12.1,29.0,-20.5,34.6,12286.0,1011.66,17969.0,5.08,6.12,10.0,6,84,99,0,14,100.0
Ottawa,Canada,71063,45.38,-75.72,79,7.04,-21.7,30.1,-32.5,36.4,12287.0,1015.25,0.0,,5.15,9.71,7,83,93,0,14,100.0
Pago Pago,American Samoa,91765,-14.3333,-170.7167,3,27.76,23.9,32.5,19.1,34.8,47341.0,1010.49,561.0,6.11,6.9,9.22,5,83,0,49,14,100.0
Palermo,Italy,16405,38.1833,13.1,21,18.98,7.7,31.7,4.0,43.9,1118.9,1015.5,3757.92,8.22,8.54,10.0,9,9,0,2,14,100.0
Panama City,Panama,78792,9.05,-79.3667,45,27.01,20.9,34.4,17.0,37.0,4355.3,1010.29,0.0,,8.35,8.92,12,9,0,20,14,100.0
Papeete,French Polynesia,91938,-17.55,-149.6167,2,26.63,20.8,32.0,17.9,33.9,21186.0,1013.12,36398.0,7.16,9.62,10.0,4,81,0,11,14,100.0
Paramaribo,Suriname,81225,5.45,-55.2,15,26.44,21.0,37.1,18.8,38.8,31965.8,1012.28,0.0,,7.7,8.66,2,80,0,5,14,100.0
Paris,France,07156,48.8167,2.3333,75,13.01,0.0,28.8,-8.3,40.4,0.0,1016.71,0.0,,7.28,9.97,7,0,58,0,14,100.0
Perth,Australia,94608,-31.9,115.9,25,18.63,5.2,34.5,-0.6,44.4,9491.4,1016.62,0.0,,8.33,9.96,12,79,0,0,14,38.7
Petra,Jordan,40310,30.1667,35.7833,1069,18.94,0.5,38.2,-6.0,43.5,611.0,,43736.0,9.21,9.49,10.0,3,71,23,11,14,98.2
Philadelphia,United States,72408,39.8667,-75.2333,6,14.22,-8.0,33.3,-16.6,39.4,16693.0,1017.12,0.0,,6.65,9.7,9,84,62,0,14,100.0
Phnom Penh,Cambodia,48991,11.55,104.85,10,28.57,20.4,37.5,3.0,40.0,12423.8,1008.67,14608.0,6.97,8.45,10.0,1,46,0,107,14,100.0
Phoenix,United States,72278,33.4333,-112.05,345,24.64,5.7,45.9,-1.6,48.3,2305.0,1011.33,0.0,,7.72,9.94,11,80,0,64,14,100.0
Piran,Slovenia,13105,45.5167,13.5667,95,14.5,-2.2,32.1,-5.7,37.0,3213.3,1016.29,0.0,,7.41,10.0,6,17,52,0,14,100.0
Pisa,Italy,16158,43.6833,10.3833,2,15.33,-0.4,33.0,-7.4,38.5,12642.5,1015.68,34172.0,6.67,8.61,10.0,6,84,45,0,14,100.0
Pittsburgh,United States,72520,40.4833,-80.0667,367,11.51,-12.9,30.9,-23.2,36.7,14670.0,1017.78,0.0,,6.3,9.66,8,83,72,0,14,100.0
Playa del Carmen,Mexico,76648,20.5333,-86.9333,5,26.67,18.7,35.2,12.1,39.7,2815.2,1014.7,0.0,,8.4,9.7,1,17,0,18,7,100.0
Plitvice Lakes,Croatia,14431,44.1,15.35,82,14.92,-3.0,33.3,-10.0,38.0,2215.7,1015.92,0.0,,7.47,9.97,6,9,54,0,14,100.0
Plovdiv,Bulgaria,15625,42.1333,24.75,179,13.69,-8.1,34.6,-18.0,41.0,796.9,1016.06,0.0,,7.15,10.0,6,9,63,0,14,100.0
Podgorica,Montenegro,13463,42.4333,19.2833,49,16.98,-1.6,37.9,-7.6,44.0,24016.0,1015.96,30765.0,6.51,8.2,10.0,5,82,40,20,14,100.0
Pokhara,Nepal,44454,27.7,85.3667,1337,18.94,1.6,31.9,-4.2,35.2,19077.4,1015.08,13542.0,5.72,8.69,10.0,3,70,2,0,14,99.4
Port Douglas,Australia,94285,-16.4,145.6,3,25.26,20.1,35.0,17.8,38.8,26968.4,1012.13,0.0,,7.99,9.65,8,75,0,0,14,22.4
Port Louis,Mauritius,61995,-20.3,57.5,423,21.85,15.2,29.3,10.9,31.4,28295.0,1017.33,36495.0,7.18,9.84,10.0,3,84,0,0,14,100.0
Port Vila,Vanuatu,91557,-17.7,168.3,20,24.86,16.5,33.5,11.5,38.4,29484.8,1011.46,0.0,,8.26,9.91,6,76,0,1,14,100.0
Port of Spain,Trinidad and Tobago,78970,10.6167,-61.35,12,27.07,21.1,34.7,18.0,36.5,25639.0,1012.92,31581.68,7.69,9.26,10.0,1,84,0,14,14,100.0
Portland,United States,72698,45.5833,-122.6,8,13.0,-2.2,30.8,-11.6,46.7,13463.0,1017.77,0.0,,6.85,9.93,8,84,67,0,14,100.0
Porto,Portugal,08546,41.1333,-8.6,93,15.34,5.4,28.8,-1.7,40.3,3674.7,1018.54,0.0,,7.8,10.0,7,17,4,0,7,84.4
Prague,Czech Republic,11520,50.0167,14.45,304,10.29,-7.5,29.8,-20.7,39.6,8217.0,1016.95,24642.0,4.81,7.36,10.0,6,83,85,0,14,100.0
Praia,Cape Verde,08589,14.9,-23.5167,27,25.1,19.3,32.3,10.5,39.9,613.8,1013.99,0.0,,9.03,10.0,1,11,0,1,13,100.0
Pretoria,South Africa,68262,-25.7333,28.1833,1330,19.32,2.9,33.4,-1.0,38.8,2166.0,1017.97,3831.0,8.44,8.98,10.0,1,24,0,0,11,100.0
Pristina,Kosovo,13489,42.55,21.9167,433,12.39,-4.5,32.1,-35.7,38.5,1388.9,1017.41,0.0,,6.94,9.94,7,9,31,0,6,100.0
Puebla,Mexico,76685,19.05,-98.1667,2179,17.26,3.8,30.8,-3.3,33.8,13340.7,1010.18,34220.0,7.67,9.59,10.0,3,82,0,0,14,100.0
Puerto Vallarta,Mexico,76556,21.5167,-104.9,922,22.6,8.7,34.4,4.0,37.6,16687.0,1011.49,39415.0,7.86,9.88,10.0,1,84,0,0,14,100.0
Puglia,Italy,16270,41.1333,16.7833,34,16.83,2.3,32.8,-3.1,44.0,195.4,1015.47,3466.4,7.58,8.06,10.0,9,9,29,1,14,100.0
Punta del Este,Uruguay,SULS0,-34.8667,-55.1,30,16.69,5.7,30.1,-1.0,41.0,2731.7,1015.66,0.0,,8.17,10.0,3,17,1,0,13,100.0
Quebec City,Canada,71578,46.84,-71.2,10,6.85,-18.9,28.9,-30.1,38.6,15373.3,1015.02,0.0,,5.0,9.67,7,80,48,0,14,53.8
Queenstown,New Zealand,93831,-45.0167,168.7333,354,10.36,0.2,24.1,-4.8,29.9,2102.3,1013.24,0.0,,6.35,8.53,1,9,30,0,6,100.0
Quito,Ecuador,84088,-0.3667,-78.55,3058,12.3,3.6,21.1,0.1,24.2,20932.8,1016.84,21669.0,4.86,7.8,9.74,8,82,1,0,14,95.2
Québec City,Canada,71578,46.84,-71.2,10,6.85,-18.9,28.9,-30.1,38.6,15373.3,1015.02,0.0,,5.0,9.67,7,80,48,0,14,53.8
Rabat,Morocco,60135,34.05,-6.7667,84,17.49,2.8,30.9,-1.0,46.3,7014.5,1017.45,37659.0,7.88,9.45,10.0,4,81,1,0,14,100.0
Raja Ampat,Indonesia,97502,-0.9333,131.1167,3,27.11,23.1,32.9,20.0,34.5,44491.0,1009.01,28163.0,5.55,8.77,10.0,2,84,0,7,14,100.0
Raleigh,United States,72306,35.9,-78.7667,133,16.61,-4.0,35.2,-15.5,40.6,17160.0,1017.84,0.0,,7.17,9.65,9,84,47,2,14,100.0
Rapa Nui,Chile,85469,-27.15,-109.4167,51,20.57,14.3,28.3,7.7,29.7,11509.0,1021.61,27894.0,6.57,9.79,10.0,1,81,0,0,14,100.0
Rarotonga,Cook Islands,91843,-21.2,-159.8167,7,24.75,18.0,31.6,11.9,34.9,21728.2,1014.0,5911.0,6.48,8.76,10.0,2,76,0,0,14,100.0
Rennes,France,07130,48.0667,-1.7333,37,12.29,-0.7,28.1,-8.6,40.5,9497.0,1017.05,26422.0,5.17,8.09,10.0,6,83,66,0,14,100.0
Reykjavik,Iceland,04030,64.1333,-21.9,54,5.38,-6.7,17.0,-15.2,23.5,12669.0,1005.15,18775.0,3.71,5.74,9.75,6,82,133,0,14,100.0
Reykjavík,Iceland,04030,64.1333,-21.9,54,5.38,-6.7,17.0,-15.2,23.5,12669.0,1005.15,18775.0,3.71,5.74,9.75,6,82,133,0,14,100.0
Richmond,United States,72401,37.5167,-77.3167,51,15.69,-6.1,34.9,-19.3,40.6,16468.0,1017.94,0.0,,6.99,9.8,5,82,57,3,14,100.0
Rijeka,Croatia,13116,45.2167,14.5833,85,17.37,2.8,31.7,-4.0,37.0,5536.0,1016.04,0.0,,7.6,9.82,9,17,13,0,8,100.0
Rio de Janeiro,Brazil,83755,-22.9,-43.1667,3,24.38,16.8,34.0,13.3,38.0,1391.0,1015.05,0.0,,9.17,10.0,8,9,0,4,9,100.0
Rochester,United States,72529,43.1167,-77.6833,170,9.93,-15.7,30.3,-24.3,36.7,12493.0,1016.56,0.0,,5.94,9.68,7,84,81,0,14,100.0
Rome,Italy,16239,41.7833,12.5833,129,17.12,2.1,34.0,-3.6,40.0,1108.0,1015.62,0.0,,7.95,10.0,6,10,20,0,14,100.0
Ronda,Spain,08397,37.15,-5.6167,87,18.92,0.7,40.2,-4.2,46.0,6610.5,1017.15,43712.0,8.54,9.5,10.0,4,83,5,16,14,100.0
Rosario,Argentina,87480,-32.9167,-60.7833,25,18.05,1.8,34.5,-8.4,40.6,13758.0,1014.9,36286.0,7.33,9.44,10.0,1,83,9,0,14,100.0
Roseau,Dominica,78922,14.7667,-60.8833,33,27.21,23.3,32.4,21.6,34.3,6346.9,1014.27,0.0,,7.93,9.25,1,31,0,16,7,100.0
